(486,172,-147)
(487,170,-149)
(489,177,-145)
(497,180,-133)
(489,167,-144)
(499,174,-143)
(491,171,-146)
(491,166,-134)
(498,164,-137)
(492,168,-134)
(497,167,-133)
(486,155,-140)
(489,166,-134)
(486,167,-150)
(491,176,-137)
(483,161,-136)
(497,168,-137)
(490,163,-144)
(499,162,-145)
(481,167,-138)
(492,164,-153)
(489,162,-143)
(488,168,-155)
(491,160,-147)
(492,166,-146)
(495,155,-140)
(488,158,-151)
(491,157,-141)
(490,167,-144)
(497,155,-131)
(497,148,-132)
(503,151,-124)
(497,147,-122)
(505,137,-124)
(505,128,-117)
(500,132,-115)
(513,123,-113)
(510,119,-111)
(524,115,-90)
(506,115,-96)
(503,108,-76)
(518,97,-74)
(519,91,-69)
(524,85,-68)
(518,74,-55)
(522,84,-50)
(528,62,-40)
(525,60,-36)
(520,54,-24)
(532,48,-16)
(528,26,-7)
(527,16,9)
(538,24,4)
(539,12,13)
(535,16,28)
(536,-2,38)
(541,-16,37)
(537,-26,66)
(536,-27,65)
(538,-42,70)
(539,-48,99)
(536,-63,104)
(537,-72,110)
(533,-69,130)
(523,-89,132)
(533,-94,141)
(525,-98,154)
(518,-99,170)
(513,-124,177)
(518,-125,186)
(515,-129,197)
(515,-135,217)
(510,-150,212)
(508,-146,231)
(495,-157,227)
(499,-152,246)
(492,-171,257)
(483,-178,260)
(491,-177,272)
(483,-181,288)
(477,-189,292)
(473,-189,299)
(473,-207,305)
(450,-205,324)
(459,-204,314)
(455,-221,324)
(453,-217,334)
(441,-223,345)
(455,-225,345)
(439,-220,353)
(430,-222,359)
(444,-241,370)
(432,-239,372)
(426,-239,375)
(416,-241,375)
(421,-252,382)
(422,-254,373)
(417,-248,379)
(420,-263,398)
(410,-255,393)
(410,-257,394)
(404,-271,395)
(405,-266,394)
(405,-272,401)
(400,-275,392)
(403,-283,398)
(396,-284,395)
(404,-283,404)
(397,-293,398)
(400,-298,395)
(390,-296,400)
(398,-291,397)
(401,-288,385)
(396,-298,403)
(394,-301,394)
(391,-298,398)
(402,-301,399)
(390,-299,391)
(400,-298,397)
(406,-301,383)
(403,-300,399)
(392,-294,396)
(405,-282,393)
(408,-296,393)
(408,-291,384)
(401,-301,387)
(408,-292,385)
(403,-295,388)
(411,-292,382)
(410,-286,382)
(416,-286,385)
(412,-276,376)
(400,-270,378)
(419,-281,378)
(430,-276,372)
(420,-277,371)
(431,-270,368)
(427,-269,359)
(427,-265,362)
(436,-261,342)
(449,-260,353)
(441,-247,344)
(447,-245,340)
(456,-244,346)
(457,-240,332)
(445,-229,329)
(460,-237,324)
(456,-232,318)
(474,-230,315)
(473,-223,308)
(474,-224,290)
(480,-211,295)
(483,-209,287)
(487,-203,293)
(496,-187,277)
(493,-192,265)
(498,-174,265)
(499,-182,255)
(503,-173,245)
(506,-174,243)
(510,-157,236)
(512,-157,221)
(517,-146,217)
(515,-146,214)
(520,-140,203)
(525,-133,196)
(530,-132,181)
(530,-126,180)
(534,-119,169)
(531,-107,164)
(528,-99,146)
(532,-93,146)
(538,-98,138)
(526,-80,124)
(532,-71,130)
(537,-59,112)
(545,-51,107)
(535,-50,88)
(536,-39,77)
(547,-20,77)
(549,-16,70)
(548,-11,59)
(549,8,53)
(541,4,49)
(546,13,37)
(544,14,28)
(541,32,13)
(539,39,8)
(542,49,0)
(536,50,-6)
(534,58,-7)
(527,63,-17)
(526,66,-28)
(532,85,-42)
(531,91,-47)
(526,102,-50)
(524,102,-63)
(512,105,-55)
(518,129,-78)
(507,132,-83)
(497,140,-88)
(505,148,-94)
(502,160,-89)
(504,165,-115)
(499,168,-118)
(481,179,-122)
(488,173,-127)
(479,187,-132)
(478,188,-137)
(473,198,-137)
(472,211,-156)
(464,211,-158)
(455,219,-164)
(453,215,-177)
(452,226,-181)
(437,225,-174)
(442,228,-177)
(435,239,-192)
(427,248,-189)
(425,235,-189)
(425,250,-199)
(423,252,-210)
(421,257,-203)
(415,259,-202)
(412,259,-212)
(411,262,-220)
(395,264,-219)
(399,266,-221)
(406,271,-225)
(404,273,-220)
(389,280,-234)
(393,267,-233)
(396,255,-231)
(392,272,-226)
(398,270,-241)
(396,273,-243)
(401,266,-234)
(391,262,-239)
(387,269,-249)
(385,264,-247)
(389,264,-245)
(398,268,-244)
(394,269,-244)
(395,262,-248)
(392,268,-239)
(390,269,-246)
(390,270,-241)
(394,264,-245)
(401,269,-240)
(394,273,-258)
