(511,-180,-219)
(506,-177,-220)
(517,-179,-229)
(513,-178,-219)
(506,-176,-235)
(505,-167,-217)
(504,-176,-223)
(517,-187,-222)
(505,-176,-228)
(514,-178,-231)
(507,-168,-223)
(511,-170,-235)
(509,-170,-220)
(504,-175,-213)
(512,-170,-230)
(518,-173,-220)
(512,-169,-224)
(518,-186,-225)
(505,-180,-222)
(506,-166,-221)
(512,-170,-221)
(512,-173,-222)
(504,-173,-229)
(514,-169,-218)
(512,-175,-216)
(514,-161,-208)
(516,-168,-216)
(518,-155,-214)
(520,-160,-210)
(523,-161,-204)
(512,-155,-217)
(521,-145,-197)
(519,-151,-195)
(509,-141,-199)
(522,-142,-187)
(527,-137,-191)
(523,-136,-186)
(522,-132,-180)
(524,-127,-192)
(543,-126,-180)
(525,-119,-180)
(522,-112,-173)
(535,-107,-173)
(531,-104,-161)
(528,-104,-159)
(529,-95,-156)
(523,-95,-152)
(531,-90,-155)
(532,-90,-138)
(541,-75,-143)
(530,-70,-135)
(532,-66,-134)
(530,-57,-128)
(529,-55,-117)
(525,-42,-113)
(534,-31,-97)
(522,-42,-91)
(525,-27,-93)
(533,-26,-86)
(531,-10,-87)
(527,-1,-87)
(525,-5,-75)
(522,3,-68)
(524,18,-62)
(524,12,-55)
(523,21,-59)
(526,35,-48)
(521,30,-50)
(515,37,-42)
(511,47,-38)
(509,49,-37)
(511,58,-33)
(507,56,-25)
(503,64,-21)
(501,66,-25)
(502,84,-18)
(502,72,-4)
(495,85,-17)
(500,86,-6)
(493,101,-8)
(495,94,4)
(483,115,5)
(477,107,8)
(475,119,6)
(470,125,11)
(468,121,15)
(470,121,27)
(467,126,21)
(466,135,21)
(463,127,26)
(458,140,27)
(463,139,35)
(465,133,34)
(456,137,32)
(451,143,47)
(444,145,40)
(448,155,53)
(443,153,43)
(440,152,48)
(432,154,49)
(428,151,49)
(437,152,59)
(427,156,53)
(434,157,72)
(419,156,63)
(421,154,71)
(413,163,72)
(425,150,73)
(414,158,68)
(414,163,66)
(418,153,76)
(413,148,74)
(421,152,82)
(413,161,87)
(411,159,83)
(412,141,80)
(414,145,80)
(407,152,77)
(411,146,89)
(414,150,81)
(422,145,80)
(402,143,83)
(414,139,78)
(418,141,77)
(410,136,79)
(409,144,70)
(428,135,77)
(408,136,84)
(422,140,75)
(418,129,74)
(417,133,71)
(423,124,65)
(421,117,68)
(427,128,65)
(423,122,58)
(424,117,50)
(429,108,51)
(444,116,46)
(433,112,63)
(438,112,40)
(444,106,39)
(444,101,30)
(433,100,34)
(451,91,27)
(450,95,19)
(454,89,23)
(461,95,15)
(459,80,21)
(458,78,7)
(460,87,17)
(466,69,5)
(473,62,-8)
(470,57,-11)
(478,62,-9)
(469,54,-16)
(483,45,-23)
(482,43,-23)
(493,29,-34)
(481,30,-37)
(492,28,-44)
(488,31,-48)
(486,16,-51)
(483,15,-57)
(499,8,-57)
(495,3,-59)
(510,-13,-58)
(499,-11,-71)
(499,-22,-84)
(503,-27,-83)
(508,-26,-95)
(506,-37,-94)
(507,-44,-101)
(499,-46,-104)
(513,-45,-100)
(510,-66,-105)
(519,-64,-118)
(506,-63,-115)
(511,-70,-120)
(511,-81,-123)
(521,-80,-123)
(518,-84,-135)
(511,-88,-144)
(514,-96,-141)
(520,-101,-152)
(511,-88,-155)
(509,-101,-162)
(509,-104,-181)
(523,-108,-178)
(505,-109,-169)
(531,-115,-179)
(513,-112,-189)
(518,-113,-192)
(514,-126,-192)
(508,-134,-206)
(504,-127,-203)
(515,-134,-205)
(509,-138,-201)
(507,-143,-216)
(503,-141,-217)
(509,-141,-218)
(513,-144,-230)
(505,-137,-209)
(503,-147,-227)
(513,-156,-227)
(507,-148,-242)
(506,-149,-236)
(510,-162,-232)
(501,-163,-234)
(515,-152,-234)
(504,-147,-225)
(504,-162,-248)
(508,-153,-244)
(511,-146,-238)
(512,-149,-238)
(513,-151,-246)
(513,-141,-240)
(505,-152,-240)
(509,-149,-239)
(515,-154,-244)
(515,-158,-239)
(515,-166,-240)
(520,-158,-237)
(511,-159,-240)
(518,-160,-236)
(515,-154,-236)
(512,-152,-225)
