(70,-641,-146)
(77,-635,-145)
(68,-633,-148)
(69,-646,-144)
(77,-641,-140)
(74,-647,-163)
(76,-646,-150)
(70,-636,-156)
(75,-644,-142)
(73,-635,-148)
(81,-639,-152)
(75,-649,-140)
(73,-647,-148)
(77,-643,-155)
(67,-633,-150)
(69,-636,-145)
(69,-645,-144)
(80,-635,-152)
(84,-649,-155)
(69,-648,-148)
(71,-643,-148)
(83,-642,-150)
(75,-634,-146)
(81,-640,-152)
(74,-646,-156)
(79,-643,-150)
(81,-639,-140)
(85,-646,-134)
(82,-644,-156)
(92,-640,-156)
(81,-640,-150)
(89,-646,-156)
(103,-626,-150)
(100,-637,-144)
(103,-636,-152)
(102,-637,-156)
(111,-637,-158)
(114,-627,-145)
(116,-627,-152)
(126,-627,-154)
(120,-637,-149)
(119,-633,-152)
(128,-632,-145)
(129,-629,-149)
(153,-623,-154)
(139,-628,-155)
(145,-632,-153)
(159,-626,-154)
(161,-626,-145)
(161,-615,-148)
(166,-622,-159)
(183,-609,-150)
(179,-621,-154)
(198,-612,-157)
(200,-604,-143)
(199,-605,-147)
(206,-599,-149)
(222,-602,-152)
(214,-595,-146)
(226,-585,-160)
(237,-578,-152)
(244,-580,-152)
(246,-583,-156)
(249,-573,-152)
(270,-574,-153)
(272,-573,-154)
(281,-555,-155)
(286,-556,-144)
(290,-554,-145)
(302,-542,-149)
(306,-538,-151)
(319,-536,-155)
(322,-535,-168)
(329,-529,-152)
(341,-526,-152)
(339,-514,-151)
(356,-503,-146)
(360,-493,-147)
(368,-490,-152)
(379,-477,-144)
(377,-469,-148)
(389,-452,-154)
(402,-457,-155)
(414,-435,-152)
(410,-434,-144)
(419,-425,-156)
(433,-406,-155)
(433,-408,-148)
(435,-398,-160)
(445,-387,-155)
(446,-365,-157)
(455,-363,-153)
(457,-370,-154)
(463,-349,-153)
(476,-346,-144)
(484,-318,-159)
(480,-322,-154)
(482,-309,-150)
(488,-303,-149)
(497,-280,-142)
(500,-276,-150)
(501,-267,-157)
(507,-252,-156)
(511,-251,-146)
(518,-239,-143)
(523,-227,-152)
(521,-218,-153)
(520,-207,-158)
(527,-194,-153)
(525,-180,-142)
(534,-166,-152)
(531,-160,-145)
(535,-154,-152)
(530,-144,-152)
(542,-146,-149)
(543,-118,-155)
(532,-110,-156)
(544,-113,-145)
(542,-111,-151)
(538,-86,-155)
(543,-82,-148)
(543,-70,-146)
(548,-61,-146)
(543,-50,-151)
(548,-32,-153)
(549,-40,-155)
(551,-24,-149)
(550,-23,-159)
(562,-13,-146)
(549,-9,-150)
(545,-8,-152)
(551,-7,-152)
(544,10,-145)
(550,21,-147)
(547,22,-147)
(549,33,-157)
(545,38,-148)
(553,34,-151)
(549,51,-153)
(551,58,-149)
(551,53,-154)
(550,76,-152)
(559,69,-146)
(553,85,-155)
(557,76,-152)
(535,85,-150)
(538,89,-154)
(552,89,-154)
(542,95,-149)
(550,106,-145)
(554,101,-156)
(542,102,-152)
(550,108,-150)
(546,107,-145)
(543,121,-143)
(550,109,-148)
(549,112,-157)
(548,115,-152)
(543,111,-158)
(542,110,-148)
(541,117,-146)
(533,116,-158)
(549,113,-151)
(542,109,-152)
(553,110,-154)
(546,108,-154)
(551,110,-146)
(552,98,-143)
(553,96,-152)
(544,93,-149)
(554,90,-137)
(557,81,-150)
(558,85,-162)
(564,81,-151)
(550,69,-153)
(557,64,-152)
(552,70,-153)
(558,67,-156)
(552,63,-144)
(553,54,-137)
(552,53,-154)
(549,57,-149)
(554,57,-148)
(553,40,-154)
(556,36,-155)
(565,43,-154)
(558,51,-138)
(564,34,-146)
(553,37,-152)
(562,28,-153)
(553,23,-145)
(559,15,-149)
(549,27,-148)
(560,22,-161)
(556,14,-150)
(560,2,-157)
(562,-1,-147)
(558,-3,-160)
(562,-15,-155)
(565,-19,-150)
(565,-23,-157)
(557,-34,-147)
(559,-45,-150)
(558,-44,-152)
(558,-49,-141)
(555,-72,-146)
(552,-64,-156)
(550,-78,-147)
(544,-87,-146)
(545,-95,-152)
(545,-106,-150)
(540,-122,-156)
(551,-121,-159)
(551,-130,-136)
(546,-142,-144)
(535,-145,-141)
(533,-157,-149)
(530,-160,-147)
(540,-175,-147)
(530,-182,-154)
(539,-181,-161)
(528,-202,-159)
(526,-214,-150)
(524,-218,-150)
(527,-227,-153)
(507,-239,-156)
(524,-245,-154)
(503,-249,-158)
(508,-265,-148)
(501,-270,-153)
(509,-282,-151)
(494,-284,-150)
(503,-300,-156)
(491,-307,-153)
(491,-307,-148)
(489,-317,-154)
(485,-328,-159)
(476,-343,-147)
(477,-332,-149)
(469,-346,-151)
(462,-353,-150)
(465,-366,-160)
(461,-360,-147)
(464,-370,-156)
(454,-379,-148)
(448,-391,-150)
(448,-397,-156)
(437,-383,-138)
(443,-399,-153)
(434,-408,-152)
(424,-421,-143)
(411,-420,-150)
(427,-427,-149)
(419,-430,-141)
(420,-446,-151)
(406,-441,-147)
(411,-448,-152)
(393,-451,-152)
(392,-461,-154)
(391,-455,-150)
(386,-480,-154)
(376,-467,-149)
(377,-481,-148)
(367,-477,-150)
(365,-484,-153)
(365,-491,-150)
(363,-496,-159)
(360,-503,-155)
(353,-499,-152)
(350,-510,-147)
(344,-513,-156)
(351,-522,-155)
(333,-522,-146)
(339,-520,-146)
(329,-525,-142)
(319,-530,-139)
(309,-526,-154)
(319,-537,-150)
(312,-550,-149)
(310,-544,-154)
(298,-547,-155)
(298,-550,-156)
(292,-547,-156)
(294,-558,-153)
(291,-553,-151)
(279,-562,-153)
(286,-561,-157)
(271,-565,-156)
(259,-566,-146)
(257,-568,-151)
(254,-573,-152)
(260,-581,-146)
(245,-575,-145)
(251,-580,-152)
(242,-588,-146)
(234,-589,-144)
(238,-590,-158)
(228,-598,-147)
(224,-604,-154)
(214,-596,-152)
(210,-601,-149)
(211,-603,-153)
(210,-596,-152)
(197,-599,-150)
(186,-613,-163)
(190,-608,-147)
(181,-607,-152)
(181,-616,-158)
(176,-620,-144)
(171,-632,-152)
(172,-624,-156)
(157,-621,-149)
(161,-619,-154)
(160,-625,-153)
(150,-626,-149)
(152,-624,-148)
(141,-628,-147)
(141,-628,-155)
(140,-623,-145)
(131,-625,-158)
(139,-623,-146)
(140,-628,-152)
(128,-633,-148)
(128,-624,-146)
(127,-637,-155)
(127,-633,-147)
(130,-631,-161)
(115,-624,-146)
(119,-634,-150)
(121,-632,-153)
