(493,-36,-386)
(499,-32,-377)
(500,-42,-383)
(501,-39,-371)
(502,-40,-379)
(502,-36,-369)
(501,-38,-371)
(501,-44,-378)
(498,-35,-370)
(504,-39,-376)
(519,-37,-358)
(505,-43,-359)
(508,-40,-360)
(513,-42,-356)
(500,-41,-361)
(524,-41,-340)
(518,-37,-350)
(523,-48,-348)
(519,-37,-348)
(507,-36,-339)
(518,-46,-341)
(520,-54,-328)
(521,-47,-329)
(526,-37,-327)
(518,-44,-322)
(533,-35,-315)
(526,-36,-307)
(538,-48,-302)
(534,-40,-292)
(537,-48,-294)
(539,-44,-284)
(541,-41,-272)
(550,-35,-262)
(544,-52,-259)
(550,-51,-262)
(554,-40,-246)
(560,-50,-237)
(562,-43,-223)
(559,-48,-219)
(566,-56,-215)
(565,-53,-198)
(571,-56,-202)
(571,-50,-183)
(571,-43,-177)
(567,-38,-170)
(580,-51,-158)
(572,-43,-155)
(573,-47,-147)
(573,-49,-116)
(586,-43,-117)
(590,-48,-96)
(590,-50,-92)
(588,-48,-78)
(587,-40,-68)
(584,-48,-61)
(592,-45,-55)
(590,-53,-40)
(594,-42,-25)
(596,-46,-3)
(587,-39,0)
(590,-57,14)
(595,-47,28)
(595,-56,39)
(602,-36,43)
(594,-47,69)
(584,-50,74)
(582,-30,90)
(582,-47,99)
(586,-35,116)
(576,-45,116)
(583,-39,123)
(588,-51,138)
(584,-39,155)
(579,-46,156)
(579,-48,159)
(573,-41,185)
(563,-49,184)
(567,-44,200)
(574,-44,206)
(563,-51,220)
(575,-44,223)
(567,-37,225)
(561,-41,230)
(547,-40,237)
(561,-44,250)
(548,-42,259)
(553,-46,257)
(549,-48,263)
(549,-44,273)
(542,-35,280)
(549,-46,284)
(540,-46,286)
(540,-31,290)
(534,-44,293)
(539,-38,302)
(533,-39,311)
(535,-44,301)
(530,-37,311)
(528,-45,317)
(528,-43,320)
(522,-36,324)
(518,-36,325)
(523,-41,335)
(521,-28,319)
(522,-27,333)
(517,-33,334)
(519,-36,337)
(515,-33,333)
(518,-45,330)
(522,-42,327)
(525,-42,331)
(527,-50,328)
(523,-35,331)
(530,-35,329)
(530,-35,312)
(525,-38,314)
(515,-40,331)
(527,-46,319)
(527,-49,318)
(526,-39,327)
(527,-50,318)
(516,-47,304)
(525,-46,313)
(536,-38,306)
(524,-44,310)
(536,-37,305)
(535,-36,300)
(544,-36,289)
(547,-46,296)
(537,-40,274)
(556,-50,272)
(541,-32,264)
(548,-39,268)
(541,-48,263)
(553,-39,252)
(555,-42,247)
(545,-45,243)
(559,-47,249)
(549,-51,226)
(558,-46,231)
(558,-35,221)
(569,-32,214)
(565,-37,203)
(570,-46,200)
(571,-41,189)
(571,-40,181)
(562,-51,194)
(578,-48,168)
(572,-47,154)
(584,-43,150)
(568,-44,141)
(575,-44,132)
(574,-47,133)
(582,-44,113)
(583,-46,109)
(590,-42,112)
(580,-54,98)
(588,-48,97)
(592,-54,96)
(589,-53,58)
(591,-52,63)
(593,-47,53)
(602,-44,45)
(596,-46,35)
(597,-37,19)
(591,-38,15)
(596,-37,1)
(594,-51,0)
(604,-43,-14)
(593,-35,-25)
(593,-45,-21)
(581,-39,-36)
(590,-49,-50)
(592,-35,-61)
(587,-42,-62)
(590,-41,-75)
(586,-48,-77)
(585,-40,-84)
(588,-39,-97)
(576,-38,-102)
(583,-41,-112)
(582,-43,-121)
(586,-50,-133)
(573,-41,-137)
(577,-38,-157)
(583,-35,-151)
(574,-44,-173)
(577,-40,-174)
(574,-34,-179)
(564,-36,-180)
(574,-50,-201)
(562,-45,-202)
(560,-53,-212)
(559,-47,-211)
(555,-47,-225)
(554,-42,-230)
(559,-41,-238)
(557,-42,-244)
(550,-37,-258)
(550,-44,-258)
(550,-49,-260)
(551,-45,-270)
(551,-46,-261)
(538,-46,-281)
(545,-41,-283)
(539,-39,-289)
(531,-40,-295)
(544,-39,-293)
(536,-39,-300)
(531,-41,-301)
(537,-50,-297)
(531,-38,-313)
(526,-37,-319)
(520,-45,-320)
(522,-31,-322)
(532,-36,-316)
(522,-43,-327)
(514,-33,-325)
(524,-38,-330)
(521,-42,-326)
(519,-34,-329)
(514,-37,-335)
(528,-28,-341)
(526,-40,-336)
(515,-37,-327)
(507,-29,-346)
(523,-40,-334)
(522,-43,-338)
(518,-26,-343)
(526,-37,-342)
(514,-37,-352)
(506,-36,-344)
(512,-33,-340)
(516,-49,-338)
(521,-36,-341)
(514,-33,-359)
(506,-36,-344)
(521,-38,-342)
