(425.76834426541683,-217.767177805262,-244.0407190308886)
(426.95608872406046,-216.4813520174658,-242.85804833058364)
(427.5850933799764,-212.7819669855473,-242.84148773515184)
(426.2607976972181,-213.60800641523377,-243.20045351497913)
(427.5995439587548,-213.32008675598286,-244.28317615237285)
(426.9380132586372,-210.83008812694425,-245.16724095230373)
(427.3590369289241,-210.87333964469596,-244.9791030424849)
(428.1427048054472,-211.65178482397448,-246.72209626799645)
(427.90676429093145,-208.86959390543512,-245.92257549342145)
(429.4213929119156,-211.85200681262685,-244.22448379934002)
(428.06349499255396,-210.73022778192268,-246.1139883796514)
(429.7953601164289,-212.08484837138403,-246.82820008300536)
(429.5014189885508,-210.2297622091465,-244.48180502204212)
(427.06117351817005,-213.14797251089715,-245.14635529031628)
(427.373604272532,-212.29760518405772,-245.8030156409696)
(429.69764650700705,-212.44419651884965,-246.21860603720012)
(428.350110062653,-215.3019357460795,-245.00365275592324)
(428.74808717128855,-214.69683149903273,-244.34066545188696)
(429.4278727501422,-215.88275164662465,-245.7103751786372)
(427.0601056527412,-216.28339241907216,-245.77050346201443)
(427.99612787016343,-216.8919794312643,-245.27902985601744)
(427.2474113270644,-217.9844911776729,-245.49402769607016)
(429.62722159087434,-217.8696990265217,-246.6215127996549)
(428.9993591208431,-215.38327625684602,-246.041616293345)
(429.1186002107918,-215.53024919708446,-246.01668439022242)
(427.9969629100299,-216.67699663092765,-246.00733781126246)
(429.33768241531584,-216.16804403764974,-246.72386415614426)
(428.8829868539946,-216.67320609603453,-245.97726758490793)
(427.73220313531067,-215.52963097777933,-244.54803514995427)
(426.557486247867,-215.00818958621207,-244.73022689664208)
(427.73156519575775,-214.47631340901086,-244.97690477672853)
(429.77631281255805,-213.15047106598485,-242.8844246198952)
(428.05554249490604,-213.3643321601752,-245.2519392890594)
(428.8892369638233,-211.95734222199164,-245.18966187760228)
(429.77873400900506,-209.21700809352956,-244.39237508808915)
(430.46328789967544,-208.07121787167213,-245.4392072892727)
(430.17037932630365,-208.457690130433,-244.26676791476973)
(432.90413871847045,-206.33758256109604,-242.66175295883477)
(429.8944651684689,-204.9857484375329,-242.81502592206925)
(430.1176583480031,-203.53452131149893,-241.6061216495068)
(432.39763790662585,-200.43223907058342,-240.8240518357562)
(431.9175083869122,-200.7389657439292,-241.24039344397733)
(431.7015658561488,-198.85628040227581,-239.9294546936412)
(433.8760287012646,-196.03010051824597,-236.765901403535)
(434.66068267763836,-195.57592281676287,-238.5684216290123)
(435.20811873971957,-192.7782894174143,-233.3410906553655)
(437.64760649941,-191.6936667045799,-233.36125277589346)
(434.77627680086044,-189.59424860881165,-229.0543834063078)
(437.4825001101577,-188.40310556441472,-228.8059376511827)
(437.4317022207226,-187.79053645769093,-225.42702503856114)
(436.95284625033025,-186.9270214139834,-223.32233649384764)
(440.7197329861244,-182.39641576271586,-222.1485151729868)
(439.6749380808436,-182.52891885384992,-218.42598131011374)
(443.24688231238514,-180.27814046208175,-216.32807951965793)
(444.1471643557021,-178.87221555741704,-212.0047209761967)
